SchoolId,ProgramName,AwardName,CIP201TITLESHORT
17,"Bilingual Special Education, Grades 1-6, (Alternative Transitional B Certification)",M.S. in Ed.,Education/Teaching of Individuals in Elementary Special Education Programs.
17,"Bilingual Special Education, Grades 1-6",M.S. in Ed.,Education/Teaching of Individuals in Elementary Special Education Programs.
17,Teaching English to Speakers of Other Languages (Alternative Transitional B Certification),M.S.,Teaching English as a Second or Foreign Language/ESL Language Instructor.
17,Teaching English to Speakers of Other Languages,M.S.,Teaching English as a Second or Foreign Language/ESL Language Instructor.
17,Teaching Students with Disabilities in Middle Childhood Education (Alternative Transitional B Certification),M.S. in Ed.,Education/Teaching of Individuals in Junior High/Middle School Special Education Programs.
17,"Teaching Students with Disabilities, Grades 7-12 Generalist",M.S. in Ed.,Education/Teaching of Individuals in Secondary Special Education Programs.
17,Childhood Education: Teaching Students with Disabilities (Alternative Transitional B Certification),M.S. in Ed.,Education/Teaching of Individuals in Elementary Special Education Programs.
17,Childhood Education: Teaching Students with Disabilities,M.S. in Ed.,Education/Teaching of Individuals in Elementary Special Education Programs.
17,Bilingual Extension (28 Credit),Adv. Cert. Post Master's,Bilingual and Multilingual Education.
17,Bilingual Childhood Education (Alternative Transitional B Certification),M.S. in Ed.,Bilingual and Multilingual Education.
17,Bilingual Childhood Education,M.S. in Ed.,Bilingual and Multilingual Education.
17,Childhood Education (Alternative Transitional B Certification),M.S. in Ed.,Elementary Education and Teaching.
17,Childhood Education,M.S. in Ed.,Elementary Education and Teaching.
17,"Literacy Teacher Education, Grades 5-12",M.S. in Ed.,Reading Teacher Education.
17,"Literacy Teacher Education, Birth to Grade 6",M.S. in Ed.,Reading Teacher Education.
17,"Social Studies Teacher, Grades 7-12",B.A.,Social Studies Teacher Education.
17,Early Childhood Education (Center for Worker Education),B.S.,Early Childhood Education and Teaching.
17,"Mathematics Teacher, Grades 7-12",B.A.,Mathematics Teacher Education.
17,"Earth Science Teacher, Grades 7-12",B.S.,Earth Science Teacher Education.
17,"Spanish Teacher, Grades 7-12",B.A.,Spanish Language Teacher Education.
17,Childhood Education,B.S. in Ed.,Elementary Education and Teaching.
17,"Music Teacher, All Grades",B.F.A.,Music Teacher Education.
17,"Art Teacher, All Grades",B.A.,Art Teacher Education.
17,"Bilingual Childhood Education, Grades 1-6",B.S. in Ed.,Bilingual and Multilingual Education.
17,Architecture,M.Arch.,Architectural and Building Sciences/Technology.
17,Architecture I,M.Arch.,Architectural and Building Sciences/Technology.
17,Biomedical Engineering,B.E.,Bioengineering and Biomedical Engineering.
17,Middle School Science Education,M.S. in Ed.,Science Teacher Education/General Science Teacher Education.
17,Middle School Science Education (Alternative Transitional B Certification),M.S. in Ed.,Science Teacher Education/General Science Teacher Education.
17,Middle School Mathematics Education Specialist,M.S. in Ed.,Mathematics Teacher Education.
17,Middle School Mathematics Education Specialist (Alternative Transitional B Certification),M.S. in Ed.,Mathematics Teacher Education.
17,Bilingual Childhood Education,B.S. in Ed.,Bilingual and Multilingual Education.
17,School District Leadership,Adv. Cert. Post Master's,Superintendency and Educational System Administration.
17,School Building Leadership,M.S. in Ed.,"Educational Leadership and Administration, General."
17,Entry Level Leader Certification,Adv. Cert. Post Master's,"Educational Leadership and Administration, General."
17,Landscape Architecture 1,M.L.A.,Landscape Architecture.
17,Landscape Architecture 2,M.L.A.,Landscape Architecture.
17,Creative Writing,M.F.A.,Creative Writing.
17,Earth Systems Science and Environmental Engineering,B.E.,Environmental/Environmental Health Engineering.
17,Environmental and Earth Systems Science,B.S.,Environmental Science.
17,Mental Health Counseling,M.A.,Mental Health Counseling/Counselor.
17,"Early Childhood Education, Birth to Grade 2",Adv. Cert. Post Bacc.,Early Childhood Education and Teaching.
17,"Childhood Education, Grades 1-6",Adv. Cert. Post Bacc.,Elementary Education and Teaching.
17,Educational Theatre for Initial Certification,M.S. in Ed.,"Teacher Education and Professional Development, Specific Subject Areas, Other."
17,Public Service Management,M.P.A.,Public Administration.
17,Mechanical Engineering,Ph.D.,Mechanical Engineering.
17,Biomedical Engineering,Ph.D.,Bioengineering and Biomedical Engineering.
17,Chemical Engineering,Ph.D.,Chemical Engineering.
17,Electrical Engineering,Ph.D.,Electrical and Electronics Engineering
17,Civil Engineering,Ph.D.,"Civil Engineering, General."
17,The Study of the Americas,M.A.,American/United States Studies/Civilization.
17,Sustainability in the Urban Environment,M.S.,Sustainability Studies.
17,Digital and Interdisciplinary Art Practice,M.F.A.,Digital Arts.
17,Spanish 7-12 for Spanish Majors,M.S. in Ed.,Spanish Language Teacher Education.
17,Spanish 7-12 for Non-Spanish Majors,M.S. in Ed.,Spanish Language Teacher Education.
17,Spanish 7-12 Certification for Non-Spanish Certified Teachers,M.S. in Ed.,Spanish Language Teacher Education.
17,Spanish 7-12 for Initially Certified Spanish Teachers,M.S. in Ed.,Spanish Language Teacher Education.
17,Teaching Students with Disabilities in Middle Childhood Education,M.S. in Ed.,Education/Teaching of Individuals in Junior High/Middle School Special Education Programs.
17,Biotechnology,B.S.,Biotechnology.
17,Biotechnology,M.S.,Biotechnology.
17,Teaching English to Speakers of Other Languages,Adv. Cert. Post Bacc.,Teaching English as a Second or Foreign Language/ESL Language Instructor.
17,Educational Theatre,Adv. Cert. Post Bacc.,Drama and Dance Teacher Education.
17,Branding and Integrated Communications,M.P.S.,"Public Relations, Advertising, and Applied Communication."
17,Earth Systems Science and Environmental Engineering,M.S.,Environmental/Environmental Health Engineering.
17,Educational Theatre for Professional Certification,M.S. in Ed.,"Teacher Education and Professional Development, Specific Subject Areas, Other."
17,"Educational Theatre, Non Teacher Certification",M.S. in Ed.,"Teacher Education and Professional Development, Specific Subject Areas, Other."
17,"Teaching Students with Disabilities, Grades 1-6",Adv. Cert. Post Bacc.,Education/Teaching of Individuals in Elementary Special Education Programs.
17,"Teaching Students with Disabilities, Grades 7-12 Generalist",Adv. Cert. Post Bacc.,Education/Teaching of Individuals in Secondary Special Education Programs.
17,Interdisciplinary Liberal Arts and Science (Center for Worker Education),B.A.,Liberal Arts and Sciences/Liberal Studies.
17,Translational Medicine,M.S.,Bioengineering and Biomedical Engineering.
17,MHC-Biochemistry,B.S.,Biochemistry.
17,Biochemistry,B.S.,Biochemistry.
17,Law and International Relations,M.I.A.,International Relations and Affairs.
17,Computer Engineering,M.S.,"Computer Engineering, General."
17,"Spanish Teacher, Grades 7-12",Adv. Cert. Post Master's,Spanish Language Teacher Education.
17,"Spanish Teacher, Grades 7-12 (Alternative Transitional B Certification)",M.S. in Ed.,Spanish Language Teacher Education.
17,"Art Teacher, All Grades",Adv. Cert. Post Master's,Art Teacher Education.
17,Jazz Studies (Instrumental),B.M.,Jazz/Jazz Studies.
17,Jazz Studies (Vocal),B.M.,Jazz/Jazz Studies.
17,MHC-Jazz Studies (Vocal),B.M.,Jazz/Jazz Studies.
17,Sonic Arts,B.M.,Music Technology.
17,Classical Performance,B.M.,"Music Performance, General."
17,Data Science and Engineering,M.S.,Computational Science.
17,Jazz Studies,M.M.,Jazz/Jazz Studies.
17,MHC-Anthropology,B.A.,Anthropology.
17,MHC-Area Studies: Asian - Latin American & Latino - Russian,B.A.,"Ethnic, Cultural Minority, Gender, and Group Studies, Other."
17,MHC-Area Studies: Black-Puerto Rican-Jewish,B.A.,"Ethnic, Cultural Minority, Gender, and Group Studies, Other."
17,MHC-Art,B.A.,"Fine/Studio Arts, General."
17,MHC-Biology,B.A.,"Biology/Biological Sciences, General."
17,MHC-Biology,B.S.,"Biology/Biological Sciences, General."
17,MHC-Biomedical Engineering,B.E.,Bioengineering and Biomedical Engineering.
17,MHC-Chemistry,B.S.,"Chemistry, General."
17,MHC-Communications,B.A.,"Communication, General."
17,MHC-Computer Engineering,B.E.,"Computer Engineering, General."
17,MHC-Computer Science,B.S.,Computer Science.
17,MHC-Earth Systems Science and Environmental Engineering,B.E.,Environmental/Environmental Health Engineering.
17,MHC-Economics,B.A.,"Economics, General."
17,MHC-Electronic Design and Multimedia,B.F.A.,Digital Communication and Media/Multimedia.
17,MHC-English,B.A.,"English Language and Literature, General."
17,MHC-Environmental and Earth Systems Science,B.S.,Environmental Science.
17,MHC-Film,B.F.A.,Cinematography and Film/Video Production.
17,MHC-History,B.A.,"History, General."
17,MHC-International Studies,B.A.,International Relations and Affairs.
17,MHC-Management and Administration,B.A.,"Business Administration and Management, General."
17,MHC-Applied Mathematics,B.S.,"Applied Mathematics, General."
17,MHC-Mathematics,B.S.,"Mathematics, General."
17,MHC-Mathematics,B.A.,"Mathematics, General."
17,MHC-Music,B.A.,"Music, General."
17,MHC-Music,B.F.A.,"Music Performance, General."
17,MHC-Philosophy,B.A.,Philosophy.
17,MHC-Physics,B.S.,"Physics, General."
17,MHC-Political Science,B.A.,"Political Science and Government, General."
17,MHC-Psychology,B.A.,"Psychology, General."
17,MHC-Psychology,B.S.,"Psychology, General."
17,"MHC-Romance Languages: French, Italian, Spanish",B.A.,"Romance Languages, Literatures, and Linguistics, General."
17,MHC-Sociology,B.A.,Sociology.
17,MHC-Theatre,B.A.,"Drama and Dramatics/Theatre Arts, General."
17,MHC-Architecture,B.Arch.,Architectural and Building Sciences/Technology.
17,MHC-Chemical Engineering,B.E.,Chemical Engineering.
17,MHC-Civil Engineering,B.E.,"Civil Engineering, General."
17,MHC-Electrical Engineering,B.E.,Electrical and Electronics Engineering
17,MHC-Mechanical Engineering,B.E.,Mechanical Engineering.
17,MHC-Childhood Education,B.S. in Ed.,Elementary Education and Teaching.
17,MHC-Early Childhood Education (Center for Worker Education),B.S.,Early Childhood Education and Teaching.
17,School District Administrator,M.S. in Ed.,"Educational Leadership and Administration, General."
17,School Administrator and Supervisor,M.S. in Ed.,"Educational Leadership and Administration, General."
17,Speech Pathology,B.A.,Audiology/Audiologist and Speech-Language Pathology/Pathologist.
17,Biomedical Science,B.S.,"Biomedical Sciences, General."
17,Physician Assistant,B.S.,Physician Assistant.
17,Communications,B.A.,"Communication, General."
17,Psychology - Clinical,Ph.D.,Clinical Psychology.
17,Information Systems,M.S.,Information Science/Studies.
17,Interdisciplinary Liberal Arts and Science (Center for Worker Education),B.S.,Liberal Arts and Sciences/Liberal Studies.
17,International Studies,B.A.,International Relations and Affairs.
17,Bilingual Extension - Elementary,M.S. in Ed.,Bilingual and Multilingual Education.
17,Applied Urban Anthropology,M.A.,Anthropology.
17,Management and Administration,B.A.,"Business Administration and Management, General."
17,Spanish,M.A.,Spanish Language and Literature.
17,Applied Mathematics,B.S.,"Applied Mathematics, General."
17,Music,B.F.A.,"Music Performance, General."
17,Film,B.F.A.,Cinematography and Film/Video Production.
17,Language and Literacy,M.A.,Linguistics.
18,Accounting,B.S.,Accounting and Finance
18,Anthropology,B.A.,"History, Philosophy, and Anthropology"
18,Art History,B.A.,Performing and Fine Arts
18,Aviation,M.S.,Business and Economics
18,Aviation Management,B.S.,Business and Economics
18,Biology,B.A.,Biology
18,Biology,B.S.,Biology
18,Biology Childhood Education,B.A.,Teacher Education
18,Biology/Education 7-12,B.A.,Teacher Education
18,Biotechnology,B.S.,Biology
18,Black Studies,B.A.,"History, Philosophy, and Anthropology"
18,Business Administration,B.S.,Business and Economics
18,Chemistry,B.A.,Chemistry
18,Chemistry,B.S.,Chemistry
18,Chemistry Childhood Education,B.S.,Teacher Education
18,Chemistry/ Education 7-12,B.S.,Teacher Education
18,Clinical Laboratories Science,B.S.,Health Professions
18,Clinical Trial Management ,M.S.,Health Professions
18,Communications Technology,B.S.,Performing and Fine Arts
18,Community Health Education,B.S.,Health and Physical Education
18,Computer Sciences,B.S.,Mathematics and Computer Science
18,Earth Science Education 7-12,B.S.,Teacher Education
18,Economics,B.A.,Business and Economics
18,English ,B.A.,English 
18,English Childhood Education,B.A.,Teacher Education
18,English Education/Middle School,B.A.,Teacher Education
18,Enviornmental Health Sciences,B.S.,Eath and Physical Sciences
18,Finance,B.S.,Business and Economics
18,French,B.A.,"World Languages, Literature and Humanities"
18,Geology,B.S.,Eath and Physical Sciences
18,Gerontological Studies and Services,B.S.,Health and Physical Education
18,Health Education PreK-12,B.S.,Health and Physical Education
18,Health Promotion Management,B.S.,Health and Physical Education
18,Health Science,B.S.,Health Professions
18,Hisotry,B.A.,"History, Philosophy, and Anthropology"
18,Hisotry Childhood Education,B.A.,Teacher Education
18,Hisotry Education/Middle School Extension,B.A.,Teacher Education
18,Information Systems Management,B.S.,Business and Economics
18,Interdisciplinary Studies,B.A.,"History, Philosophy, and Anthropology"
18,Interdisciplinary Studies / Teacher Education 1-6,B.A.,Teacher Education
18,Journalism,B.A.,English
18,Marketing,B.S.,Business and Economics
18,Mathematics,B.A.,Mathematics and Computer Science
18,Mathematics,B.S.,Mathematics and Computer Science
18,Mathematics Childhood Education,B.A.,Teacher Education
18,Mathematics Education 7-12,B.S.,Teacher Education
18,Movement Science,B.S.,Health and Physical Education
18,Music,B.A.,Performing and Fine Arts
18,Nursing,B.S.,Nursing
18,Nursing - Generic,B.S.,Nursing
18,Pharmacuetical Science,B.S.,Chemistry
18,Pharmacuetical Science and Business,M.S.,Chemistry
18,Philosophy,B.A.,"History, Philosophy, and Anthropology"
18,Physcian Assistant ,M.S.,Health and Physical Education
18,Physician Education PreK-12,B.S.,Health and Physical Education
18,Physics,B.S.,Earth and Physical Sciences
18,Political Science,B.A.,Behavioral Sciences
18,Psychology ,B.A.,Behavioral Sciences
18,Public Health,B.S.,Health and Physical Education
18,Sociology ,B.A.,Behavioral Sciences
18,Social Work,B.S.,Social Work
18,Social Work,M.S.W.,Social Work
18,Spanish,B.A.,"World Languages, Literature and Humanities"
18,Spanish Childhood Education ,B.A.,Teacher Education
18,Spanish Childhood Education / Bilingual Extension,B.A.,Teacher Education
18,Speech Communication and Theatre Arts,B.A.,Performing and Fine Arts
18,Studio Art,B.A.,Performing and Fine Arts
